4856	9983
4856	409
4856	3831
4856	5847
4856	7526
4856	8586
4856	8619
4856	8724
4856	8743
4856	9751
4856	12198
4856	565
4856	1874
4856	1913
4856	6567
4856	6966
4856	10185
4856	85
8684	6478
9983	9873
9983	3831
9983	5380
9983	7526
9983	8743
9983	9117
9983	9452
9983	12350
9983	1050
9983	1977
9983	85
10265	3483
10265	8001
10265	12053
10265	4157
10265	8732
11696	5560
11696	9604
11696	10313
11696	12469
11696	12503
11696	2073
11696	3719
11696	4260
11696	4356
11696	6407
11696	7418
11696	8142
11696	8285
11696	8402
11696	8615
11696	8619
11696	8737
11696	8980
11696	9261
11696	9986
11696	11315
11696	11400
11696	11426
11696	12143
11696	12380
11696	246
11696	757
11696	804
11696	3054
11696	4534
11696	5167
11696	7885
11696	9672
11696	3222
11696	3463
1264	12072
5170	9935
5170	12931
6801	8032
7159	12249
7159	8706
7159	10827
7159	3626
7159	5712
7159	8038
7187	4586
7187	5231
7307	11085
7307	947
7307	9552
7502	12411
7502	11736
7869	1513
7869	4356
7869	10064
7869	10121
7869	10371
7869	10456
7869	10716
7869	11017
7869	11580
7869	11887
7869	12209
7869	12342
7869	12701
7869	1560
7869	1992
7869	2242
7869	2594
7869	2876
7869	3206
7869	4129
7869	4226
7869	4424
7869	4480
7869	4504
7869	4715
7869	5288
7869	5420
7869	6053
7869	6079
7869	6571
7869	7407
7869	7725
7869	7983
7869	8031
7869	8406
7869	9298
7869	10844
7869	11257
7869	11567
7869	12281
7869	1508
7869	1620
7869	3744
7869	4439
9232	3938
9232	7764
9232	10550
9232	11960
9232	7615
9733	9992
9733	7976
9733	11847
9733	12739
9733	7747
9733	8959
9733	9351
9733	866
9733	2950
9873	9514
9873	11265
9873	100
9873	5225
9873	5996
9873	6576
9873	7764
9873	8306
9873	9061
9873	9182
9873	9452
9873	9795
9873	9878
9873	10046
9873	10965
9873	11131
9873	11654
9873	12445
9873	12951
9873	901
9873	6567
9873	7949
9873	9558
9873	4052
9915	9992
9915	8764
9915	10519
