0	40.733596	-74.003139
1	39.933178	-75.159262
2	40.756377	-73.967653
3	34.010366	-118.493357
4	41.941562	-87.664011
5	34.075314	-118.253499
6	40.739685	-74.006020
7	42.346127	-71.080363
8	40.718363	-73.990817
9	40.722842	-73.994116
10	40.719831	-73.987351
11	40.724612	-73.990485
12	40.728403	-74.005439
13	40.734920	-73.988297
14	40.721353	-73.957750
15	40.761769	-73.965173
16	40.736827	-73.986909
17	34.021066	-118.466172
18	40.773007	-73.915886
19	40.721941	-73.996259
20	40.726072	-73.983479
21	40.729888	-74.000613
22	40.732580	-74.002560
23	40.757394	-73.993301
24	40.722536	-73.986174
25	40.718838	-73.992383
26	40.785953	-73.976422
27	40.732330	-74.001640
28	40.720933	-73.987901
29	40.721100	-73.987924
30	40.719649	-73.984607
31	40.759153	-73.974730
32	41.919532	-87.677331
33	40.721049	-73.983172
34	38.882355	-77.108384
35	34.036520	-118.477217
36	40.737557	-74.008188
37	40.763315	-73.984165
38	34.146816	-118.422771
39	40.784820	-73.977128
40	40.736627	-73.990885
41	40.723067	-73.988504
42	40.725110	-73.981301
43	40.764135	-73.981192
44	37.796195	-122.393800
45	34.152478	-118.447509
46	40.736549	-73.989279
47	40.724622	-73.995861
48	40.731996	-74.003582
49	33.991068	-118.468051
50	37.761879	-122.421732
51	40.728378	-73.999540
52	40.756929	-73.985453
53	40.738783	-73.988940
54	40.719698	-73.987696
55	40.733942	-74.002547
56	34.141077	-118.372064
57	40.725472	-73.983783
58	34.136122	-118.353631
59	40.716347	-73.988543
60	40.724846	-73.996664
61	40.744557	-73.990650
62	40.780589	-73.980739
63	40.718152	-73.990002
64	40.724170	-73.978871
65	40.752294	-74.008758
66	40.772531	-73.983442
67	37.788158	-122.409310
68	40.720000	-73.987832
69	37.767106	-122.428771
70	37.765139	-122.466210
71	40.736950	-73.990839
72	40.730832	-74.000951
73	37.771007	-122.412694
74	40.758357	-73.970546
75	40.726104	-73.989213
76	37.798114	-122.406410
77	34.090843	-118.374647
78	37.764083	-122.467011
79	40.728449	-74.004532
80	40.730178	-74.000322
81	40.780558	-73.981719
82	42.351152	-71.063918
83	40.724297	-73.988056
84	40.778364	-73.981633
85	42.350351	-71.079696
86	37.793237	-122.392129
87	39.946686	-75.162356
88	37.799556	-122.408441
89	39.914040	-75.148847
90	34.090726	-118.388758
91	37.792261	-122.409636
92	40.734290	-73.992556
93	34.085354	-118.383737
94	40.715594	-73.998234
95	42.360452	-71.059831
96	39.948364	-75.166273
97	40.760781	-73.984337
98	40.731698	-73.989227
99	40.736181	-73.992217
100	40.729617	-73.989798
101	40.730465	-74.004260
102	40.728425	-73.987276
103	40.747890	-74.004466
104	34.084768	-118.384264
105	40.714464	-73.999116
106	34.090754	-118.388039
107	40.733548	-73.991029
108	40.724494	-73.993347
109	42.347793	-71.082230
110	40.735808	-74.005989
111	34.095552	-118.372372
112	40.727869	-73.985672
113	40.780569	-73.976475
114	40.735893	-74.005204
115	40.760683	-73.989980
116	37.764612	-122.432997
117	37.767119	-122.429838
118	40.727070	-73.991906
119	40.731081	-74.002805
120	40.736031	-73.979359
121	42.357604	-71.062875
122	34.083904	-118.385162
123	40.732841	-73.985863
124	40.785903	-73.976483
125	34.133964	-118.358256
126	42.335678	-71.035996
127	40.782317	-73.981113
128	34.097592	-118.332772
129	34.085734	-118.383227
130	42.347018	-71.098937
131	40.755143	-73.971005
132	37.800052	-122.409252
133	37.770117	-122.422108
134	40.750866	-73.986644
135	40.784271	-73.977513
136	40.721661	-73.997365
137	40.727177	-74.000484
138	40.783453	-73.979126
139	40.722077	-74.003571
140	40.771068	-73.959646
141	40.745310	-73.978421
142	37.797699	-122.406388
143	38.804350	-77.040607
144	42.351737	-71.071583
145	40.745949	-73.977803
146	38.901372	-77.060419
147	40.729750	-73.978460
148	40.746245	-73.977551
149	38.884853	-77.005792
150	40.785889	-73.976859
151	40.713860	-73.951577
152	40.719677	-73.987690
153	40.782800	-73.973415
154	37.772226	-122.429925
155	37.770265	-122.425846
156	40.748241	-73.976681
157	40.760470	-73.974328
158	37.772223	-122.431045
159	40.736532	-73.990828
160	37.772050	-122.422784
161	40.746369	-73.899219
162	40.743644	-73.983888
163	40.734668	-73.987763
164	40.730070	-74.000354
165	40.729684	-73.999758
