0	10166	1
1	3705	5
3	22052	1
4	20165	1
5	5622	1
6	19391	1
6	20124	1
6	21230	1
6	22542	1
6	23053	38
6	24210	16
7	18632	12
8	10863	1
9	10824	1
10	5324	1
10	5622	1
11	23054	1
12	13257	1
12	17778	1
12	19079	3
12	22355	1
12	25272	4
13	12091	4
13	12320	1
14	7701	1
14	11002	1
14	11521	1
15	11477	1
15	11852	3
15	12500	1
15	17032	6
15	17613	4
16	14632	1
17	10041	1
18	14875	1
19	22090	1
19	22936	1
20	4583	2
20	4841	1
22	25428	1
23	10139	3
23	10922	1
23	11948	1
23	12211	1
24	10692	1
24	12848	1
24	13595	1
25	22837	1
26	14351	3
28	18818	41
29	21643	2
29	25160	2
29	25546	1
30	11706	1
30	14616	1
30	16612	1
30	20972	1
30	21471	1
30	26145	2
31	12190	1
31	12771	4
31	15134	1
32	18045	1
33	15076	1
33	15675	1
33	15706	1
33	15833	1
33	16398	1
33	17078	1
33	17333	1
33	17383	2
33	17614	1
33	17738	2
33	18119	3
33	18571	1
34	13541	1
34	14157	1
34	14632	1
35	13722	2
35	14093	1
35	14307	1
35	16043	1
36	9139	1
36	10183	1
36	10194	1
37	20568	1
39	19593	1
39	19911	1
40	18736	1
41	13230	1
41	13541	1
41	13811	1
42	6231	7
42	6675	1
43	21667	1
44	20379	1
44	22351	1
44	23462	2
45	8700	1
45	11833	1
46	11582	1
47	7125	1
48	16475	1
49	9795	1
49	12290	1
49	19264	2
49	19934	1
49	21910	26
50	21692	1
51	23834	1
51	26013	1
51	26648	2
52	17421	1
53	20100	1
53	21699	22
54	11452	1
55	22366	2
55	23865	1
56	17693	1
56	17924	107
57	17634	1
57	18585	1
57	18884	2
58	12594	1
58	16510	1
59	4195	1
60	15068	1
61	16773	2
61	18552	1
61	19940	1
62	8435	1
62	8749	1
63	24166	3
64	19063	1
65	18294	2
65	25682	1
66	7699	4
66	7701	4
66	8178	1
66	9734	1
66	9810	1
67	2473	1
68	8110	2
