0	1040	1
0	1458	1
0	1531	1
0	1845	1
0	1936	1
0	4515	2
0	6062	1
0	6789	1
0	10149	2
1	684	2
1	882	1
1	1643	1
1	1809	1
1	1892	2
1	2773	1
1	2910	6
1	3123	1
1	3625	1
2	5310	4
2	9672	2
2	12700	29
2	17464	22
2	21954	87
2	21955	35
2	30755	35
3	1146	2
3	1358	1
3	2705	1
3	4412	1
3	10786	1
3	16196	1
3	18577	1
3	21936	1
4	5990	1
4	7761	1
4	7968	1
4	7982	2
4	9630	1
4	9717	1
4	11857	1
4	15874	1
4	16567	8
4	18230	1
5	1144	1
5	1670	1
5	1686	1
5	1837	1
5	1945	1
5	2017	1
5	2172	2
5	3982	1
5	4172	1
6	98	1
6	242	1
6	301	2
6	367	1
6	829	1
6	977	1
6	1142	1
6	1394	1
6	1450	1
6	3158	1
6	3691	3
6	3948	1
6	4061	2
6	4172	1
6	4587	1
6	4620	3
6	5179	1
6	5262	3
6	5269	1
6	6115	1
6	6432	8
6	6572	3
6	6677	1
6	7084	2
6	7303	1
6	7375	1
6	8902	3
6	9218	2
6	9799	2
6	10054	1
6	10262	25
6	10267	1
6	10454	1
6	10497	4
6	10587	1
6	10725	5
6	11023	3
6	11326	1
6	11979	1
6	12237	4
6	12820	4
6	13371	1
6	13475	8
6	14553	1
6	14605	1
6	17411	1
6	17549	3
6	18501	1
6	19170	6
7	1070	1
7	1764	1
7	3941	1
7	4433	1
7	7716	1
7	8990	3
7	9326	1
7	10908	2
7	14583	1
7	16567	2
7	16948	1
7	17574	1
8	1332	1
8	1409	1
8	1840	1
8	2444	1
8	4954	1
8	4985	1
8	5759	3
8	6168	18
8	6806	1
8	8278	2
8	8458	1
9	2434	9
9	4052	1
9	4871	1
9	4987	1
9	7035	1
9	7457	1
9	7521	1
9	7614	1
9	7712	1
9	7874	1
9	9693	1
9	10032	1
10	882	1
10	1333	1
10	1348	1
10	1674	1
10	1688	1
10	1928	1
10	2017	1
10	2172	1
10	2375	6
10	2966	2
10	3063	1
10	3613	1
10	3753	1
10	4304	1
10	4627	1
10	4901	1
11	772	2
11	1028	1
11	4240	1
11	5122	1
11	5486	3
11	6080	1
11	8941	1
11	9590	2
11	11020	1
11	11523	1
11	17755	1
12	43	1
12	367	1
12	459	1
12	906	2
12	1251	1
12	1308	1
12	1340	1
12	1382	1
12	1497	1
12	1670	1
12	1749	1
12	1865	3
12	2042	1
12	2214	1
12	2423	1
12	2838	1
12	2877	1
12	2909	1
12	2917	1
12	2966	1
12	3049	1
12	3251	1
12	3325	1
12	3343	1
12	3524	1
12	4070	1
12	4270	1
12	4341	1
12	4502	1
12	4591	3
12	4853	2
12	5930	1
12	6526	3
12	6603	3
12	6985	3
12	7214	1
12	7295	1
12	7385	1
12	8580	1
12	8906	2
12	9341	1
13	325	1
13	468	1
13	535	1
13	1341	1
13	1833	1
13	2017	1
13	2032	1
13	2688	1
13	2757	2
13	3813	1
13	4402	3
13	4438	1
13	6062	2
13	8436	2
13	8738	7
13	10068	1
13	11047	1
13	11847	1
14	347	1
14	538	1
14	854	1
14	874	1
14	1121	2
14	1354	1
14	1507	1
14	1576	1
14	1757	1
14	1833	4
14	1859	1
14	2020	1
14	2032	2
14	2473	1
14	2665	2
14	4105	2
14	4312	1
14	4484	1
14	4901	1
14	5647	2
14	5905	1
14	6480	1
14	7057	1
15	487	1
15	882	1
15	978	3
15	1000	1
15	1005	4
15	1015	2
15	1017	1
15	1035	1
15	1715	1
15	1960	2
15	2164	1
15	2359	1
15	2390	1
15	2473	1
15	2559	1
15	2577	1
15	2639	9
15	2652	2
15	2732	1
15	2853	1
15	3323	1
15	3368	1
15	3376	2
15	3379	1
15	3383	2
15	3879	1
15	5093	3
15	5155	1
15	5203	1
15	5329	9
15	5375	1
15	5552	2
15	5772	1
15	5926	2
15	6253	1
15	7313	6
15	7608	2
15	9289	1
15	9350	4
15	9786	1
16	2020	3
16	4212	1
16	4901	1
16	5622	3
16	6721	1
16	7604	1
16	8733	1
16	10338	1
16	11282	1
16	11515	2
16	12422	2
16	13687	1
17	1019	1
17	2288	1
17	2294	1
17	2296	1
17	5103	1
