5313	10934
5313	445
5313	4181
5313	6393
5313	8255
5313	9422
5313	9454
5313	9570
5313	9590
5313	10688
5313	13291
5313	610
5313	2032
5313	2076
5313	7187
5313	7623
5313	11151
5313	95
9526	7090
10934	10819
10934	4181
10934	5875
10934	8255
10934	9590
10934	9998
10934	10362
10934	13451
10934	1135
10934	2145
10934	95
11241	3799
11241	8778
11241	13143
11241	4532
11241	9579
12763	6070
12763	10522
12763	11289
12763	13574
12763	13608
12763	2248
12763	3696
12763	4053
12763	4637
12763	4747
12763	7014
12763	8131
12763	8929
12763	9085
12763	9213
12763	9450
12763	9454
12763	9584
12763	9855
12763	10151
12763	10937
12763	12355
12763	12443
12763	12471
12763	13235
12763	13483
12763	268
12763	809
12763	858
12763	3338
12763	4947
12763	5645
12763	8649
12763	10597
12763	3517
12763	3779
1367	13163
4713	10943
4713	12951
4713	3433
4713	8627
4713	12388
4713	502
4713	1438
4713	2746
4713	3970
4713	7796
4713	10787
4713	12174
4713	12180
4713	12792
4713	13411
4713	2635
5648	10885
5648	14081
7443	8812
7842	13344
7842	9551
7842	11838
7842	3954
7842	6236
7842	8818
7870	5004
7870	5713
8003	12116
8003	1022
8003	10468
8224	13515
8224	12805
8631	1641
8631	4747
8631	11018
8631	11083
8631	11348
8631	11439
8631	11716
8631	12046
8631	12634
8631	12964
8631	13302
8631	13442
8631	13828
8631	1694
8631	2161
8631	2432
8631	2819
8631	3140
8631	3501
8631	4499
8631	4603
8631	4826
8631	4890
8631	4917
8631	5159
8631	5774
8631	5919
8631	6625
8631	6652
8631	7191
8631	8120
8631	8473
8631	8757
8631	8809
8631	9217
8631	10194
8631	11855
8631	12292
8631	12621
8631	13376
8631	1635
8631	1760
8631	4082
8631	4842
10119	4294
10119	8513
10119	11541
10119	13043
10119	8354
10665	10943
10665	8749
10665	12923
10665	13867
10665	14122
10665	8494
10665	9831
10665	10249
10665	931
10665	3227
10819	10430
10819	12301
10819	111
10819	5706
10819	6561
10819	7197
10819	8513
10819	9110
10819	9941
10819	10064
10819	10362
10819	10736
10819	10824
10819	10999
10819	11990
10819	12165
10819	12718
10819	13549
10819	14102
10819	971
10819	7187
10819	8718
10819	10475
10819	4416
10864	10943
10864	9618
10864	11510
10864	13855
10864	1593
10864	5744
10864	7591
10874	10975
10874	6070
10874	12143
10874	13820
10874	1794
10874	4118
10874	4589
10874	7335
10874	9099
10874	9117
10874	9745
10874	10445
10874	10853
10874	11018
10874	11136
10874	11664
10874	12109
10874	12935
10874	13235
10874	13653
10874	13744
10874	13762
10874	13880
10874	46
10874	1099
10874	1659
10874	1677
10874	3927
10874	4010
10874	7183
10874	7336
10874	7795
10874	9250
10874	9505
10874	11779
10874	13025
10874	13295
10874	2499
10874	2893
10885	9801
10885	9932
10885	11168
10885	3964
10885	6310
10885	8352
10885	8435
10885	8774
10885	9129
10885	9904
10885	10206
10885	10642
10885	11664
10885	12249
10885	13188
10885	13531
10885	13720
10885	14032
10885	205
10885	268
10885	568
10885	2039
10885	2707
10885	2817
10885	3467
10885	5744
10885	8213
10885	8215
10885	8292
10885	8326
10885	8776
10885	12340
10885	12480
10885	12990
10885	772
10885	3541
10915	5479
10915	7722
10915	10163
10915	10828
10915	10886
10915	11282
10915	11604
10915	12804
10915	13575
10915	678
10915	972
10915	3894
10915	7128
10915	10172
10935	12309
10935	9480
10935	9569
10935	9702
10935	10074
10935	10595
10935	11289
10935	11615
10935	13106
10935	13344
10935	13597
10935	13855
10935	13881
10935	1550
10935	2178
10935	3224
10935	3433
10935	4589
10935	5497
10935	6303
10935	6360
10935	6491
10935	6699
10935	7572
10935	7937
10935	8109
10935	8131
10935	8214
10935	8435
10935	8533
10935	8728
10935	8832
10935	8951
10935	10131
10935	10137
10935	10206
10935	10670
10935	10682
10935	10722
10935	11254
10935	11268
10935	11347
10935	11355
10935	11572
10935	11800
10935	11866
10935	11939
10935	12031
10935	12098
10935	12385
10935	12518
10935	12798
10935	12967
10935	13531
10935	13545
10935	13632
10935	14146
10935	678
10935	1097
10935	1356
10935	1659
10935	1786
10935	1835
10935	2113
10935	2224
10935	2432
10935	2794
10935	3088
10935	3346
10935	3795
10935	4561
10935	5645
10935	6189
10935	7583
10935	8608
10935	8873
10935	9382
10935	9548
10935	12079
10935	12287
10935	12552
10935	12910
10935	14117
10943	10975
10943	3255
10943	6449
10943	7521
10943	8263
10943	8812
10943	9291
10943	9373
10943	9480
10943	9569
10943	10188
10943	10199
10943	10318
10943	10446
10943	10473
10943	10595
10943	10684
10943	10869
10943	10951
10943	11211
10943	11289
10943	11341
10943	11371
10943	11797
10943	12617
10943	13106
10943	13420
10943	13597
10943	13984
10943	2178
10943	2974
10943	4118
10943	4589
10943	4747
10943	5497
10943	5788
10943	6071
10943	6360
10943	6513
10943	6561
10943	7014
10943	7197
10943	7522
10943	7798
10943	7833
10943	7846
10943	7972
10943	8435
10943	8470
10943	8728
10943	8778
10943	8832
10943	9004
10943	9621
10943	9756
10943	9809
10943	9855
10943	10131
10943	10195
10943	10206
10943	10438
10943	10439
10943	10662
10943	10672
10943	10682
10943	10738
10943	10749
10943	10941
10943	10974
10943	11013
10943	11089
10943	11104
10943	11145
10943	11347
10943	11464
10943	11471
10943	11531
10943	11893
10943	11894
10943	11899
10943	11995
10943	12028
10943	12149
10943	12279
10943	12430
10943	12464
10943	12513
10943	12592
10943	12600
10943	12658
10943	12672
10943	12837
10943	12909
10943	12994
10943	13104
10943	13144
10943	13463
10943	13469
10943	13531
10943	13545
10943	13549
10943	13660
10943	13828
10943	13928
10943	14100
10943	14154
10943	14195
10943	14229
10943	14252
10943	79
10943	520
10943	875
10943	1168
10943	1262
10943	1274
10943	1285
10943	1350
10943	1352
10943	1408
10943	1593
10943	1634
10943	1714
10943	1786
10943	1862
10943	1894
10943	2049
10943	2120
10943	2175
10943	2208
10943	2520
10943	2753
10943	3155
10943	3249
10943	3262
10943	3304
10943	4577
10943	4724
10943	5272
10943	5918
10943	5965
10943	6820
10943	7290
10943	8709
10943	9386
10943	9505
10943	9670
10943	9829
10943	10897
10943	11148
10943	12360
10943	13386
10943	1220
10943	1573
10943	1848
10943	4657
10943	5588
10975	11383
10975	323
10975	2431
10975	6615
10975	7013
10975	7572
10975	8360
10975	9621
10975	10206
10975	12221
10975	12604
10975	13896
10975	451
10975	1862
10975	2077
11009	3981
11009	10485
11161	3079
11161	6921
11161	9209
11161	11526
11250	9230
11250	11867
11250	11268
11250	13580
11250	2042
11250	6650
11250	9964
11907	14191
12135	11087
12309	3255
12309	10085
12309	11383
12309	12500
12309	14166
12309	4589
12309	5497
12309	7819
12309	7942
12309	8435
12309	10445
12309	10756
12309	11664
12309	11677
12309	12302
12309	12790
12309	12805
12309	13413
12309	2113
12309	2224
12309	3088
12309	9412
12309	11384
12309	12552
12309	12926
12309	305
12309	2391
12920	2257
13108	10347
13108	13596
13142	14114
13142	14191
13142	11167
13142	11566
13142	5698
13142	762
13142	3995
13245	13368
13245	5479
13245	10446
13245	13597
13245	14222
13245	1233
13245	2178
13245	5497
13245	6360
13245	6423
13245	7209
13245	7368
13245	7533
13245	8291
13245	8329
13245	8493
13245	8783
13245	8837
13245	8983
13245	9312
13245	9644
13245	9736
13245	9854
13245	10668
13245	10904
13245	10938
13245	11097
13245	11140
13245	11349
13245	11686
13245	12363
13245	12624
13245	12707
13245	13019
13245	13039
13245	13180
13245	13182
13245	13313
13245	13325
13245	13852
13245	13874
13245	206
13245	697
13245	1262
13245	1273
13245	1855
13245	1981
13245	2564
13245	3368
13245	4787
13245	4932
13245	5735
13245	5821
